cell_id,label,susceptibility_probability,susceptibility_category,susceptibility_alert,decision_threshold,model_name
1139_1010,0,0.47269277746408167,MODERATE,1,0.45,RandomForest
1140_819,0,0.3162812076812079,MODERATE,0,0.45,RandomForest
1146_1185,0,2.1798365122615804e-05,LOW,0,0.45,RandomForest
1148_459,0,0.015461555336535305,LOW,0,0.45,RandomForest
1151_1077,0,7.659288567056101e-05,LOW,0,0.45,RandomForest
1152_1100,0,0.0230549152482395,LOW,0,0.45,RandomForest
1162_368,0,0.03169556317929761,LOW,0,0.45,RandomForest
1163_290,0,6.220240552665621e-05,LOW,0,0.45,RandomForest
1165_587,0,0.0032551316984559485,LOW,0,0.45,RandomForest
1166_1096,0,0.05570993475123908,LOW,0,0.45,RandomForest
1166_1256,0,0.020294444444444445,LOW,0,0.45,RandomForest
1167_1345,0,0.0018891254824497331,LOW,0,0.45,RandomForest
1167_1471,0,2.1798365122615804e-05,LOW,0,0.45,RandomForest
1169_1408,0,0.0014724588157830664,LOW,0,0.45,RandomForest
1170_1438,0,0.13063492063492063,LOW,0,0.45,RandomForest
1172_572,0,2.1798365122615804e-05,LOW,0,0.45,RandomForest
1177_1024,0,0.12958398268398275,LOW,0,0.45,RandomForest
1180_41,0,0.008671928235252485,LOW,0,0.45,RandomForest
1181_470,0,0.006721830980908656,LOW,0,0.45,RandomForest
1182_108,0,0.025556682409673126,LOW,0,0.45,RandomForest
1192_259,0,0.032080919244243486,LOW,0,0.45,RandomForest
1193_167,0,0.024426627367299895,LOW,0,0.45,RandomForest
1196_88,0,0.046346825396825386,LOW,0,0.45,RandomForest
1200_189,0,0.021253220922242324,LOW,0,0.45,RandomForest
