cell_id,susceptibility_probability,susceptibility_category,terrain_instability_score,terrain_instability_category,exposure_score,exposure_category,dominant_exposure,spatial_pressure_score,spatial_category,confidence_score,uncertainty_score,confidence_category,risk_label,primary_reason,recommended_action,explanation,rainfall_trigger_score,rainfall_trigger_category,soil_wetness_score,soil_wetness_category,temporal_trajectory,temporal_category,anomaly_score,anomaly_category,sar_data_quality,unified_risk_score,unified_risk_category
320_406,0.9989642857142856,VERY_HIGH,73.03929121725733,HIGH,64.8319950480481,HIGH,TRANSPORT,0.0,LOW,91.27814288578308,8.721857114216931,HIGH,VERY HIGH SUSCEPTIBILITY,"high static landslide susceptibility; unstable terrain conditions; high exposure to roads, settlements or infrastructure","prioritize location for detailed assessment; check nearby roads, settlements and infrastructure","VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; unstable terrain conditions; high exposure to roads, settlements or infrastructure. Recommended response: prioritize location for detailed assessment; check nearby roads, settlements and infrastructure.",24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,71.6933204269137,HIGH
320_590,0.992902976190476,VERY_HIGH,70.64522342064714,HIGH,55.90957454858744,HIGH,TRANSPORT,93.59245604023272,EXTREME,90.78221756110774,9.217782438892256,HIGH,VERY HIGH SUSCEPTIBILITY,high static landslide susceptibility; unstable terrain conditions; elevated neighbouring-cell risk,prioritize location for detailed assessment,VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; unstable terrain conditions; elevated neighbouring-cell risk. Recommended response: prioritize location for detailed assessment.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,78.96263046812442,EXTREME
321_1016,6.220240552665621e-05,LOW,29.31818181818182,MODERATE,15.439832774739804,LOW,INFRASTRUCTURE,0.0,LOW,83.17597567598025,16.824024324019746,HIGH,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,10.589680457208209,LOW
323_558,0.9872716265646498,VERY_HIGH,75.0808936825886,EXTREME,70.99044787387592,HIGH,TRANSPORT,0.0,LOW,90.32147077354014,9.678529226459858,HIGH,VERY HIGH SUSCEPTIBILITY,"high static landslide susceptibility; unstable terrain conditions; high exposure to roads, settlements or infrastructure","prioritize location for detailed assessment; check nearby roads, settlements and infrastructure","VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; unstable terrain conditions; high exposure to roads, settlements or infrastructure. Recommended response: prioritize location for detailed assessment; check nearby roads, settlements and infrastructure.",24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,72.49923918212052,HIGH
323_585,0.9961333333333332,VERY_HIGH,69.92103235747302,HIGH,59.10514076299147,HIGH,TRANSPORT,98.06033333333332,EXTREME,91.04651950915968,8.95348049084032,HIGH,VERY HIGH SUSCEPTIBILITY,high static landslide susceptibility; unstable terrain conditions; elevated neighbouring-cell risk,prioritize location for detailed assessment,VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; unstable terrain conditions; elevated neighbouring-cell risk. Recommended response: prioritize location for detailed assessment.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,79.88928098838882,EXTREME
324_579,0.9897261904761906,VERY_HIGH,76.35400616332821,EXTREME,58.79473492246261,HIGH,TRANSPORT,0.0,LOW,90.52229872993892,9.477701270061075,HIGH,VERY HIGH SUSCEPTIBILITY,high static landslide susceptibility; unstable terrain conditions,prioritize location for detailed assessment,VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; unstable terrain conditions. Recommended response: prioritize location for detailed assessment.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,71.03496011157578,HIGH
325_476,0.9517067039631149,VERY_HIGH,58.72881355932204,HIGH,58.20220836866613,HIGH,TRANSPORT,0.0,LOW,87.41161346977819,12.588386530221811,HIGH,VERY HIGH SUSCEPTIBILITY,high static landslide susceptibility,prioritize location for detailed assessment,VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility. Recommended response: prioritize location for detailed assessment.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,65.71016571461666,HIGH
328_603,0.913143519305444,VERY_HIGH,37.03389830508475,MODERATE,53.64822750815934,HIGH,TRANSPORT,93.84019786294218,EXTREME,84.25644381596877,15.743556184031236,HIGH,VERY HIGH SUSCEPTIBILITY,high static landslide susceptibility; elevated neighbouring-cell risk,prioritize location for detailed assessment,VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; elevated neighbouring-cell risk. Recommended response: prioritize location for detailed assessment.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,68.33676201139221,HIGH
328_1011,0.0075598936032178,LOW,34.06587057010786,MODERATE,15.32120478166573,LOW,INFRASTRUCTURE,0.0,LOW,82.56252821435098,17.437471785649024,HIGH,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,11.858820112528408,LOW
330_410,0.6611975117905355,HIGH,66.79892141756548,HIGH,59.90655464232799,HIGH,TRANSPORT,97.04828104575162,EXTREME,63.642679564748974,36.35732043525103,MODERATE,HIGH SUSCEPTIBILITY,high static landslide susceptibility; unstable terrain conditions; elevated neighbouring-cell risk,continue routine monitoring,HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; unstable terrain conditions; elevated neighbouring-cell risk. Recommended response: continue routine monitoring.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,64.21175368412374,HIGH
330_497,0.9918833333333332,VERY_HIGH,71.54083204930663,HIGH,57.16407619136946,HIGH,TRANSPORT,89.28386776958607,EXTREME,90.69879223643242,9.301207763567575,HIGH,VERY HIGH SUSCEPTIBILITY,high static landslide susceptibility; unstable terrain conditions; elevated neighbouring-cell risk,prioritize location for detailed assessment,VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; unstable terrain conditions; elevated neighbouring-cell risk. Recommended response: prioritize location for detailed assessment.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,78.85318468463753,EXTREME
331_361,0.9970557823129252,VERY_HIGH,76.35208012326657,EXTREME,62.79074574306173,HIGH,TRANSPORT,99.08227355623102,EXTREME,91.12199260748994,8.878007392510057,HIGH,VERY HIGH SUSCEPTIBILITY,"high static landslide susceptibility; unstable terrain conditions; high exposure to roads, settlements or infrastructure; elevated neighbouring-cell risk","prioritize location for detailed assessment; check nearby roads, settlements and infrastructure","VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; unstable terrain conditions; high exposure to roads, settlements or infrastructure; elevated neighbouring-cell risk. Recommended response: prioritize location for detailed assessment; check nearby roads, settlements and infrastructure.",24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,81.87203551492948,EXTREME
331_600,0.9120028266134595,VERY_HIGH,46.22881355932204,MODERATE,54.8815495258352,HIGH,TRANSPORT,93.92004635138107,EXTREME,84.1631144138973,15.836885586102696,HIGH,VERY HIGH SUSCEPTIBILITY,high static landslide susceptibility; elevated neighbouring-cell risk,prioritize location for detailed assessment,VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; elevated neighbouring-cell risk. Recommended response: prioritize location for detailed assessment.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,70.31739704259564,HIGH
331_1374,0.0475604617604617,LOW,30.964946070878277,MODERATE,42.58329167030148,MODERATE,TRANSPORT,0.0,LOW,79.28975445603102,20.71024554396898,MODERATE,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,17.127973813053828,LOW
332_495,0.8469123967083725,VERY_HIGH,31.681432973805855,MODERATE,57.09414875315048,HIGH,TRANSPORT,99.43183333333332,EXTREME,78.83753378529926,21.162466214700743,MODERATE,VERY HIGH SUSCEPTIBILITY,high static landslide susceptibility; elevated neighbouring-cell risk,prioritize location for detailed assessment,VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; elevated neighbouring-cell risk. Recommended response: prioritize location for detailed assessment.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,65.36192016205601,HIGH
332_535,0.8859106060606062,VERY_HIGH,38.51694915254237,MODERATE,74.69794642700072,HIGH,TRANSPORT,98.44948481912148,EXTREME,82.02829636866386,17.97170363133614,HIGH,VERY HIGH SUSCEPTIBILITY,"high static landslide susceptibility; high exposure to roads, settlements or infrastructure; elevated neighbouring-cell risk","prioritize location for detailed assessment; check nearby roads, settlements and infrastructure","VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; high exposure to roads, settlements or infrastructure; elevated neighbouring-cell risk. Recommended response: prioritize location for detailed assessment; check nearby roads, settlements and infrastructure.",24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,71.02627761831019,HIGH
333_646,0.0504019193707796,LOW,41.40600924499229,MODERATE,45.11510024754393,MODERATE,INFRASTRUCTURE,0.0,LOW,79.05727156064137,20.942728439358632,MODERATE,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,19.723823326927302,LOW
334_359,0.9868896222318716,VERY_HIGH,50.30238828967642,HIGH,62.11332390230009,HIGH,TRANSPORT,99.79390476190476,EXTREME,90.29021587358557,9.709784126414448,HIGH,VERY HIGH SUSCEPTIBILITY,"high static landslide susceptibility; high exposure to roads, settlements or infrastructure; elevated neighbouring-cell risk","prioritize location for detailed assessment; check nearby roads, settlements and infrastructure","VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; high exposure to roads, settlements or infrastructure; elevated neighbouring-cell risk. Recommended response: prioritize location for detailed assessment; check nearby roads, settlements and infrastructure.",24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,76.17416978901717,EXTREME
334_406,0.9578325863678804,VERY_HIGH,57.32473035439137,HIGH,70.50362361991715,HIGH,TRANSPORT,76.28382582533749,EXTREME,87.91282203016809,12.087177969831911,HIGH,VERY HIGH SUSCEPTIBILITY,"high static landslide susceptibility; high exposure to roads, settlements or infrastructure; elevated neighbouring-cell risk","prioritize location for detailed assessment; check nearby roads, settlements and infrastructure","VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; high exposure to roads, settlements or infrastructure; elevated neighbouring-cell risk. Recommended response: prioritize location for detailed assessment; check nearby roads, settlements and infrastructure.",24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,75.17860865206639,EXTREME
334_536,0.9778497831303066,VERY_HIGH,77.51926040061633,EXTREME,69.73774292176806,HIGH,TRANSPORT,92.01374242424244,EXTREME,89.55059267436661,10.449407325633388,HIGH,VERY HIGH SUSCEPTIBILITY,"high static landslide susceptibility; unstable terrain conditions; high exposure to roads, settlements or infrastructure; elevated neighbouring-cell risk","prioritize location for detailed assessment; check nearby roads, settlements and infrastructure","VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; unstable terrain conditions; high exposure to roads, settlements or infrastructure; elevated neighbouring-cell risk. Recommended response: prioritize location for detailed assessment; check nearby roads, settlements and infrastructure.",24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,81.57639807078868,EXTREME
334_764,0.0021551316984559,LOW,90.0924499229584,EXTREME,24.087466137227647,LOW,INFRASTRUCTURE,0.0,LOW,77.00473600655877,22.995263993441228,MODERATE,LOW SUSCEPTIBILITY,unstable terrain conditions,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: unstable terrain conditions. Recommended response: continue routine monitoring.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,24.135860900718512,LOW
335_896,0.0032932269365511,LOW,37.88135593220339,MODERATE,17.692404909574154,LOW,SETTLEMENT,0.0,LOW,76.91161912344188,23.08838087655812,MODERATE,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,12.785597204133776,LOW
336_399,0.8654599343185548,VERY_HIGH,25.61633281972265,MODERATE,68.97451557502987,HIGH,TRANSPORT,94.50152522316183,EXTREME,80.35505958976873,19.64494041023127,HIGH,VERY HIGH SUSCEPTIBILITY,"high static landslide susceptibility; high exposure to roads, settlements or infrastructure; elevated neighbouring-cell risk","prioritize location for detailed assessment; check nearby roads, settlements and infrastructure","VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; high exposure to roads, settlements or infrastructure; elevated neighbouring-cell risk. Recommended response: prioritize location for detailed assessment; check nearby roads, settlements and infrastructure.",24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,66.27256353596233,HIGH
337_398,0.9214503603308836,VERY_HIGH,37.36132511556241,MODERATE,67.49726808019716,HIGH,TRANSPORT,90.58219540229884,EXTREME,84.93609444532291,15.063905554677092,HIGH,VERY HIGH SUSCEPTIBILITY,"high static landslide susceptibility; high exposure to roads, settlements or infrastructure; elevated neighbouring-cell risk","prioritize location for detailed assessment; check nearby roads, settlements and infrastructure","VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; high exposure to roads, settlements or infrastructure; elevated neighbouring-cell risk. Recommended response: prioritize location for detailed assessment; check nearby roads, settlements and infrastructure.",24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,70.52761105937387,HIGH
337_820,0.0010622024055266,LOW,65.42565485362096,HIGH,18.856508473973804,LOW,SETTLEMENT,0.0,LOW,77.09415749416206,22.90584250583794,MODERATE,LOW SUSCEPTIBILITY,unstable terrain conditions,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: unstable terrain conditions. Recommended response: continue routine monitoring.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,18.368676419181135,LOW
338_294,0.616845311013591,HIGH,56.52927580893683,HIGH,57.71964031418663,HIGH,TRANSPORT,0.0,LOW,60.01386313754442,39.98613686245558,MODERATE,HIGH SUSCEPTIBILITY,high static landslide susceptibility,continue routine monitoring,HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility. Recommended response: continue routine monitoring.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,50.12911027363913,HIGH
338_466,0.9398256235827664,VERY_HIGH,75.6818181818182,EXTREME,55.679582853469554,HIGH,TRANSPORT,97.30165530482373,EXTREME,86.4395250750224,13.560474924977598,HIGH,VERY HIGH SUSCEPTIBILITY,high static landslide susceptibility; unstable terrain conditions; elevated neighbouring-cell risk,prioritize location for detailed assessment,VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; unstable terrain conditions; elevated neighbouring-cell risk. Recommended response: prioritize location for detailed assessment.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,77.91788972520311,EXTREME
338_513,0.8762137821988886,VERY_HIGH,29.726502311248076,MODERATE,56.33964217664299,HIGH,TRANSPORT,0.0,LOW,81.23491987088696,18.765080129113045,HIGH,VERY HIGH SUSCEPTIBILITY,high static landslide susceptibility,prioritize location for detailed assessment,VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility. Recommended response: prioritize location for detailed assessment.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,56.23313705680823,HIGH
338_924,0.0027995761429003,LOW,58.38597842835131,HIGH,16.133727912224565,LOW,SETTLEMENT,0.0,LOW,76.95200873383149,23.04799126616851,MODERATE,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,16.630505868046633,LOW
338_1072,0.0039134650317892,LOW,97.20724191063174,EXTREME,18.326663084188198,LOW,INFRASTRUCTURE,0.0,LOW,76.86087237019514,23.13912762980486,MODERATE,LOW SUSCEPTIBILITY,unstable terrain conditions,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: unstable terrain conditions. Recommended response: continue routine monitoring.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,24.77382384029727,LOW
338_1406,0.2779641774891775,MODERATE,33.28582434514638,MODERATE,55.473344505634174,HIGH,TRANSPORT,0.0,LOW,60.43854135095428,39.56145864904572,MODERATE,MODERATE SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,MODERATE SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,29.893824600999565,MODERATE
338_1654,0.0142437430870673,LOW,27.788906009245,MODERATE,40.42814366616804,MODERATE,TRANSPORT,0.0,LOW,82.01566780203602,17.98433219796398,HIGH,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,14.670241259804408,LOW
339_465,0.965255425262568,VERY_HIGH,46.20570107858244,MODERATE,57.45458245174936,HIGH,TRANSPORT,97.13212329362504,EXTREME,88.52014521246073,11.479854787539267,HIGH,VERY HIGH SUSCEPTIBILITY,high static landslide susceptibility; elevated neighbouring-cell risk,prioritize location for detailed assessment,VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; elevated neighbouring-cell risk. Recommended response: prioritize location for detailed assessment.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,73.41630411876913,HIGH
339_466,0.9797985673057102,VERY_HIGH,51.169106317411405,HIGH,57.57700328118821,HIGH,TRANSPORT,97.03516901333742,EXTREME,89.71003865235417,10.289961347645828,HIGH,VERY HIGH SUSCEPTIBILITY,high static landslide susceptibility; elevated neighbouring-cell risk,prioritize location for detailed assessment,VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; elevated neighbouring-cell risk. Recommended response: prioritize location for detailed assessment.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,75.0720942548634,EXTREME
339_467,0.992595238095238,VERY_HIGH,65.52966101694915,HIGH,56.19054810501735,HIGH,TRANSPORT,96.56595775105474,EXTREME,90.75703898967916,9.24296101032084,HIGH,VERY HIGH SUSCEPTIBILITY,high static landslide susceptibility; unstable terrain conditions; elevated neighbouring-cell risk,prioritize location for detailed assessment,VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; unstable terrain conditions; elevated neighbouring-cell risk. Recommended response: prioritize location for detailed assessment.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,78.26516597764578,EXTREME
339_490,0.976298446113785,VERY_HIGH,60.2080123266564,HIGH,58.25692796412992,HIGH,TRANSPORT,99.34179184704185,EXTREME,89.42366510028756,10.576334899712435,HIGH,VERY HIGH SUSCEPTIBILITY,high static landslide susceptibility; unstable terrain conditions; elevated neighbouring-cell risk,prioritize location for detailed assessment,VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; unstable terrain conditions; elevated neighbouring-cell risk. Recommended response: prioritize location for detailed assessment.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,77.05502098888746,EXTREME
339_491,0.9865330447330446,VERY_HIGH,82.07049306625578,EXTREME,59.329184988690486,HIGH,TRANSPORT,99.13709987465666,EXTREME,90.26104135095426,9.738958649045742,HIGH,VERY HIGH SUSCEPTIBILITY,high static landslide susceptibility; unstable terrain conditions; elevated neighbouring-cell risk,prioritize location for detailed assessment,VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; unstable terrain conditions; elevated neighbouring-cell risk. Recommended response: prioritize location for detailed assessment.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,82.02844343111957,EXTREME
340_465,0.9350853397924822,VERY_HIGH,32.69260400616333,MODERATE,57.78951350006116,HIGH,TRANSPORT,97.33325719675896,EXTREME,86.05168367399915,13.94831632600085,HIGH,VERY HIGH SUSCEPTIBILITY,high static landslide susceptibility; elevated neighbouring-cell risk,prioritize location for detailed assessment,VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; elevated neighbouring-cell risk. Recommended response: prioritize location for detailed assessment.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,69.42638390569161,HIGH
341_486,0.992222619047619,VERY_HIGH,71.21340523882897,HIGH,60.3890832962754,HIGH,TRANSPORT,98.85262115892792,EXTREME,90.72655197669216,9.27344802330785,HIGH,VERY HIGH SUSCEPTIBILITY,"high static landslide susceptibility; unstable terrain conditions; high exposure to roads, settlements or infrastructure; elevated neighbouring-cell risk","prioritize location for detailed assessment; check nearby roads, settlements and infrastructure","VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; unstable terrain conditions; high exposure to roads, settlements or infrastructure; elevated neighbouring-cell risk. Recommended response: prioritize location for detailed assessment; check nearby roads, settlements and infrastructure.",24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,80.24359358435493,EXTREME
342_465,0.8126013139200411,VERY_HIGH,27.46340523882897,MODERATE,53.146948338823805,HIGH,TRANSPORT,98.14981736924187,EXTREME,76.03026337534487,23.969736624655127,MODERATE,VERY HIGH SUSCEPTIBILITY,high static landslide susceptibility; elevated neighbouring-cell risk,prioritize location for detailed assessment,VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; elevated neighbouring-cell risk. Recommended response: prioritize location for detailed assessment.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,62.254034231027575,HIGH
342_468,0.9432338399189464,VERY_HIGH,34.45300462249615,MODERATE,54.75962871440996,HIGH,TRANSPORT,97.27893386258252,EXTREME,86.71837913889168,13.281620861108324,HIGH,VERY HIGH SUSCEPTIBILITY,high static landslide susceptibility; elevated neighbouring-cell risk,prioritize location for detailed assessment,VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; elevated neighbouring-cell risk. Recommended response: prioritize location for detailed assessment.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,69.68523148338375,HIGH
343_359,0.9144244439290868,VERY_HIGH,73.10285053929123,HIGH,52.492548512935386,HIGH,TRANSPORT,0.0,LOW,84.36124673972135,15.638753260278648,HIGH,VERY HIGH SUSCEPTIBILITY,high static landslide susceptibility; unstable terrain conditions,prioritize location for detailed assessment,VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; unstable terrain conditions. Recommended response: prioritize location for detailed assessment.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,66.05082243071963,HIGH
345_474,0.96556304727019,VERY_HIGH,68.37827426810478,HIGH,56.20668467825606,HIGH,TRANSPORT,0.0,LOW,88.54531428581161,11.454685714188386,HIGH,VERY HIGH SUSCEPTIBILITY,high static landslide susceptibility; unstable terrain conditions,prioritize location for detailed assessment,VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; unstable terrain conditions. Recommended response: prioritize location for detailed assessment.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,67.96426475163008,HIGH
346_836,0.0006884650317892,LOW,82.52696456086287,EXTREME,17.58346946780374,LOW,SETTLEMENT,0.0,LOW,77.12473600655878,22.875263993441223,MODERATE,LOW SUSCEPTIBILITY,unstable terrain conditions,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: unstable terrain conditions. Recommended response: continue routine monitoring.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,21.581164327885823,LOW
348_1302,0.0005622024055266,LOW,27.5288906009245,MODERATE,16.31948391420348,LOW,INFRASTRUCTURE,0.0,LOW,83.13506658507117,16.864933414928828,HIGH,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,10.386269884676292,LOW
350_510,0.9357853517276016,VERY_HIGH,57.06664098613251,HIGH,58.72852048306348,HIGH,TRANSPORT,97.6019649446638,EXTREME,86.10895737778165,13.89104262221835,HIGH,VERY HIGH SUSCEPTIBILITY,high static landslide susceptibility; elevated neighbouring-cell risk,prioritize location for detailed assessment,VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; elevated neighbouring-cell risk. Recommended response: prioritize location for detailed assessment.,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,UNREFERENCED,74.50041366100665,HIGH
